ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
109.47,117.69,86.07,160.5,108.85,16.84,19.77,58.9,82.36,23.47,60.72,12.89,29.24,44.3,121.09,60.01,48.22,11.92,35.22,92.45,132.27,205.59,277.07,118.49,46.15,103.06,15.63,75.89,311.92,13.4,56.55,18.9,23.91,18.46,149.59,33.57,33.25,99.52,30.2,32.93,47.21,46.27,27.17,23.56,12.86,75.95,42.71,27.64,43.14,17.98,37.36
109.7,119.86,90.11,161.95,107.23,16.03,19.27,59.07,82.75,23.92,61.69,13.26,29.97,43.42,121.94,63.34,47.37,11.9,34.94,94.51,133.14,208.15,269.52,120.12,45.38,102.67,15.52,76.76,315.19,13.04,57.46,18.96,23.77,18.65,151.39,33.3,33.32,97.0,30.21,32.63,48.05,46.77,27.1,23.0,13.18,77.42,42.98,27.71,42.99,17.88,37.2
107.99,121.12,89.18,159.64,108.09,15.36,18.9,60.17,83.37,24.71,63.8,13.08,29.83,43.6,121.94,62.68,47.31,11.73,33.0,92.19,132.5,189.28,261.7,114.62,43.96,102.36,14.72,75.75,315.21,12.82,54.19,18.38,23.53,18.52,148.51,34.12,32.95,92.76,28.32,33.81,48.07,46.22,27.37,22.52,13.22,78.81,42.41,26.79,42.03,17.58,34.91
107.23,122.27,89.56,155.47,108.51,15.13,18.48,59.81,83.81,23.8,62.83,13.04,29.12,43.73,122.31,63.07,46.32,11.81,33.35,89.48,131.27,179.06,254.59,112.18,43.18,103.13,14.76,77.19,320.08,12.87,53.29,18.46,23.09,18.28,148.27,32.92,32.58,94.38,28.84,32.49,48.65,46.46,27.23,22.74,13.34,77.73,42.35,27.39,40.91,17.51,35.69
107.11,120.06,90.9,159.74,105.45,15.1,18.21,58.8,83.82,23.75,62.18,12.68,28.88,43.49,122.43,64.19,47.26,11.84,32.36,89.39,132.44,175.26,257.47,115.81,41.18,104.58,14.48,79.03,321.54,12.67,51.94,18.7,22.06,18.91,149.46,31.83,33.02,93.33,30.76,32.27,49.48,46.3,27.2,23.23,12.84,77.55,42.9,28.17,40.3,17.56,36.19
107.85,122.46,93.63,161.38,107.84,15.77,18.29,59.39,87.91,23.25,64.67,12.88,28.79,44.58,121.02,66.72,48.0,12.31,31.67,90.73,130.33,170.88,260.77,112.64,42.21,105.8,14.16,79.94,328.56,12.98,52.73,18.88,21.52,18.73,152.17,31.24,33.48,95.32,30.89,31.86,48.62,46.81,27.35,23.79,12.98,75.92,43.17,27.29,40.35,17.43,36.29
107.31,123.19,91.48,160.31,109.67,15.54,18.15,59.78,87.77,22.47,63.59,12.75,28.07,43.51,121.41,65.2,48.69,12.05,31.47,88.84,129.93,157.65,263.12,113.42,42.91,110.15,13.94,79.4,326.32,13.12,52.56,19.24,20.85,18.99,150.92,31.23,33.37,94.31,30.05,32.91,47.65,46.84,27.38,24.04,13.01,77.47,43.4,28.43,40.34,17.31,35.39
110.01,123.53,91.53,162.8,110.33,15.82,19.37,61.63,88.44,23.66,67.1,13.05,28.76,45.47,121.82,65.13,49.9,12.19,33.37,95.36,130.34,163.68,267.02,116.17,41.59,113.53,14.2,81.5,327.08,13.86,57.16,19.54,21.49,19.28,153.85,32.21,34.08,98.99,30.33,35.74,47.5,46.93,27.88,24.56,13.5,74.67,44.82,29.65,40.61,18.17,37.59
111.28,124.32,92.26,162.47,109.58,15.91,18.98,62.2,91.27,23.42,67.84,13.24,28.42,44.51,121.32,64.48,50.48,12.52,37.12,93.82,128.94,170.86,278.51,115.59,42.4,116.75,14.16,80.89,331.22,13.77,57.93,19.63,21.5,19.0,154.78,33.92,34.64,104.3,32.17,35.32,48.08,47.5,28.11,24.21,13.84,76.75,45.16,29.81,40.39,18.29,37.89
111.19,122.83,93.27,161.32,111.61,15.76,19.59,64.96,93.63,23.77,67.25,13.07,28.44,44.09,121.87,66.86,49.23,12.4,35.92,90.5,128.93,165.39,274.95,116.73,41.28,113.19,14.12,81.83,330.79,13.53,55.37,20.16,22.01,18.85,158.07,33.94,34.68,103.02,32.7,34.8,47.75,46.02,28.21,23.83,13.55,79.56,46.64,30.64,40.62,18.3,37.36
112.16,120.5,93.88,161.08,113.13,15.89,19.96,64.61,95.37,23.85,67.12,12.91,29.91,43.77,124.03,65.32,50.33,12.48,38.61,91.2,130.56,167.42,268.8,117.96,41.85,112.8,14.43,82.74,324.69,13.9,57.33,20.39,22.21,18.97,156.11,34.26,34.69,108.97,31.77,36.2,46.43,46.38,28.21,23.88,13.6,80.68,47.64,32.03,40.84,18.54,38.65
112.54,121.72,92.25,159.8,112.9,15.67,20.02,64.14,95.73,23.7,67.92,12.95,29.71,44.11,126.27,65.56,51.12,12.37,38.75,91.7,128.05,162.32,262.87,119.48,41.93,110.43,14.68,82.98,329.73,14.16,57.28,20.19,22.16,18.98,154.22,35.73,35.47,113.46,31.97,36.01,48.57,46.64,28.06,23.64,13.81,81.66,48.15,31.99,42.22,19.27,38.86
110.67,118.43,88.23,155.87,113.97,15.48,19.99,62.88,93.87,23.63,66.35,12.57,28.8,43.01,121.76,62.44,51.42,12.13,38.34,89.01,126.24,158.09,255.45,118.16,40.91,110.62,14.7,82.31,324.14,13.48,55.39,19.68,22.23,18.21,154.27,36.08,35.01,109.49,30.71,36.2,47.6,46.41,27.58,23.83,13.85,78.75,47.96,31.04,42.65,19.51,38.54
112.0,121.11,90.94,156.62,115.21,16.2,20.64,64.79,96.6,23.7,67.42,12.99,29.39,44.05,125.17,61.85,53.38,12.25,37.7,93.05,125.18,154.86,263.33,119.75,40.68,107.46,14.82,82.48,330.75,13.45,54.9,19.75,22.03,18.42,153.61,34.72,35.65,115.41,30.88,37.88,48.47,46.8,27.9,24.18,14.01,77.53,49.94,31.77,42.79,19.2,40.07
113.44,120.94,92.43,156.37,116.85,16.19,20.9,65.32,95.26,22.99,68.02,12.84,30.2,45.19,125.81,61.37,54.6,12.44,40.32,93.93,126.4,162.6,266.76,125.23,42.14,115.08,15.13,81.81,324.43,13.08,56.45,19.73,22.44,17.98,150.92,35.72,36.21,127.72,32.21,36.37,48.93,47.55,27.9,25.09,14.1,74.76,49.73,31.46,41.95,19.74,40.79
112.23,119.99,92.84,158.06,115.55,15.38,21.31,65.62,95.0,22.3,65.59,12.67,30.08,43.55,125.85,61.7,53.03,12.52,40.05,92.41,125.19,150.95,271.92,125.85,41.3,118.71,14.87,83.37,319.86,12.93,56.21,19.78,22.22,18.26,148.95,34.39,35.67,127.2,32.94,34.84,48.34,47.38,27.98,24.74,14.06,72.25,49.23,30.34,41.65,19.32,39.56
111.49,117.31,93.0,160.07,113.92,15.02,21.48,65.76,94.76,22.48,64.97,12.55,29.74,45.06,126.92,61.99,54.98,12.34,40.4,89.16,124.95,149.74,263.62,123.47,40.79,116.62,14.68,81.55,309.91,13.13,57.17,19.25,21.93,18.47,149.87,35.14,35.99,122.24,32.61,35.09,47.37,46.71,28.09,24.71,13.71,72.21,49.55,29.11,41.28,19.17,38.24
110.07,116.51,89.38,156.74,116.07,15.24,21.86,64.88,92.76,22.37,64.35,12.23,29.11,44.09,124.05,62.5,54.19,11.74,40.41,87.67,122.12,156.02,262.41,122.28,42.05,115.71,14.6,80.06,295.42,12.97,56.51,19.2,21.37,18.1,144.97,34.47,34.6,121.15,30.73,33.96,46.05,45.77,27.48,24.14,13.5,71.22,49.19,28.38,40.69,18.97,37.73
110.16,118.86,86.78,158.84,115.38,15.17,21.72,63.04,90.99,22.14,64.03,11.96,28.69,44.51,126.16,62.49,56.61,11.32,38.44,90.03,118.4,168.8,266.42,120.12,41.96,118.46,14.68,80.79,291.93,12.96,56.04,18.99,21.84,18.23,144.9,33.82,33.69,121.82,30.15,34.52,47.29,45.99,26.72,24.06,13.74,71.48,48.87,28.09,40.65,18.97,37.13
110.78,119.43,85.25,155.3,115.5,15.35,20.52,63.11,93.3,21.74,65.95,11.5,28.54,46.26,127.28,61.98,57.87,11.43,38.44,93.63,117.67,183.28,274.12,123.39,40.43,115.19,15.27,81.39,288.37,12.83,55.14,19.48,21.36,18.37,147.76,33.27,33.86,121.52,30.89,33.47,48.79,45.63,26.76,24.02,13.65,71.07,49.65,28.32,39.26,19.55,37.74
111.8,118.88,85.59,155.7,116.47,16.21,20.96,63.41,95.51,21.53,67.21,11.58,27.35,47.59,129.61,63.09,59.72,11.82,37.62,93.64,117.37,175.95,274.4,124.76,41.7,117.32,15.0,82.78,299.98,12.81,56.84,19.87,21.74,18.52,149.57,34.99,33.6,119.91,31.38,34.44,51.47,45.82,26.86,24.01,13.77,71.92,49.53,29.03,39.99,18.7,38.41
111.06,110.09,84.59,152.1,115.32,15.91,21.43,63.89,93.94,21.07,67.67,11.43,27.56,47.11,129.53,63.96,58.78,11.74,35.61,92.64,120.79,170.97,277.5,123.71,42.21,117.51,15.08,82.11,296.55,12.19,54.67,19.64,21.94,18.44,148.01,36.06,33.67,117.56,31.07,34.26,49.7,45.91,26.95,23.88,13.66,72.67,49.01,29.26,40.47,18.97,39.08
111.52,110.94,82.99,151.55,117.17,15.87,21.71,64.25,92.48,21.11,68.52,11.31,27.7,46.95,130.78,65.24,60.34,11.52,36.79,93.32,122.56,167.27,277.74,124.58,43.99,123.15,15.32,81.47,295.96,11.94,53.02,19.45,21.97,18.47,147.16,35.83,33.55,111.97,31.45,36.06,50.46,46.58,27.19,24.74,13.67,72.72,49.12,30.07,40.64,18.93,38.35
112.09,112.03,84.97,150.13,119.08,15.83,22.38,64.97,91.72,20.99,68.98,11.2,27.59,46.79,127.96,64.84,60.42,11.73,39.26,94.54,127.63,179.7,276.48,124.98,45.28,119.27,15.06,82.55,290.64,11.83,53.17,19.56,22.12,18.75,147.72,36.93,33.94,114.38,30.55,33.96,50.26,46.72,27.23,24.82,13.8,73.28,49.17,29.61,40.68,18.41,36.97
109.94,110.87,83.44,146.89,118.12,15.68,21.07,63.86,91.61,20.48,66.12,11.15,26.7,46.37,125.66,62.67,60.88,11.25,38.46,93.93,126.5,182.18,275.02,121.84,46.3,114.33,15.33,79.86,281.16,11.37,51.86,18.71,20.87,18.71,145.74,36.62,33.28,111.02,30.0,33.13,46.9,46.01,26.67,24.23,13.74,71.3,48.61,29.11,39.86,17.89,36.44
107.84,108.07,84.83,143.66,115.18,16.0,21.04,61.97,90.47,20.22,64.25,11.08,25.88,44.99,124.89,61.55,61.1,10.9,38.42,88.13,125.6,170.1,267.63,118.48,45.16,108.51,14.97,80.54,280.14,10.91,48.92,18.48,20.76,18.33,144.35,33.89,33.41,115.09,28.46,31.45,49.7,45.29,26.24,24.13,13.18,70.79,47.63,29.94,39.82,17.0,35.47
109.11,107.17,84.82,144.13,114.39,15.88,21.09,62.93,91.77,20.61,64.45,11.08,27.56,45.19,124.39,61.89,60.44,11.05,39.09,88.76,123.57,165.05,272.78,122.13,45.4,115.65,15.61,80.26,280.8,11.31,51.54,18.65,21.01,18.2,143.47,34.77,34.23,117.84,28.8,32.87,51.92,45.12,25.95,24.4,13.55,73.22,48.5,30.05,39.8,17.61,35.84
107.52,103.57,85.54,139.58,111.34,15.65,20.75,61.38,91.75,20.44,65.31,10.87,26.36,44.95,122.95,61.33,60.44,11.34,38.13,86.11,117.6,157.73,271.17,119.0,44.82,112.2,15.28,75.86,273.3,11.2,50.21,18.55,20.45,18.24,141.84,33.83,33.11,125.01,28.52,33.15,50.21,44.8,26.15,23.61,13.4,71.1,48.07,31.6,39.3,16.86,34.53
107.21,101.06,83.4,139.71,112.91,15.65,20.43,60.44,89.09,19.99,64.87,10.52,25.4,44.63,122.39,62.05,58.12,11.29,38.64,86.05,114.51,166.48,275.15,117.45,44.9,117.71,14.74,75.28,267.52,11.17,48.57,18.57,20.28,18.06,140.7,36.45,32.44,127.46,29.05,33.42,50.49,43.43,26.12,23.4,13.08,70.77,47.6,31.46,39.25,16.72,33.72
107.58,102.91,81.95,142.77,112.17,15.56,20.92,59.81,89.57,19.38,66.38,10.54,25.09,44.26,124.91,62.5,59.34,11.15,38.42,88.7,115.63,177.86,272.46,116.95,45.54,124.04,14.32,77.86,270.75,11.32,49.19,18.38,19.98,18.46,135.96,34.97,32.48,128.83,29.14,32.71,50.08,43.18,26.37,22.94,13.23,69.76,46.24,32.13,38.0,16.35,33.51
108.23,103.53,85.37,141.23,114.01,16.34,21.03,61.55,90.4,19.86,67.12,10.85,24.46,44.44,129.78,63.35,59.9,11.19,37.69,87.98,116.62,175.09,272.6,119.48,45.76,125.55,13.97,78.05,284.07,11.48,49.48,18.01,19.53,18.2,136.86,36.25,32.95,127.39,29.52,33.8,50.43,43.16,26.43,22.71,13.41,70.54,46.63,31.34,37.94,16.24,33.9
107.44,100.13,85.64,140.97,110.61,16.65,20.89,61.36,86.6,19.67,69.29,11.18,23.89,44.58,127.66,63.25,57.88,11.19,37.56,87.66,113.87,168.36,278.22,115.32,43.99,125.68,13.9,77.97,283.9,11.3,50.08,18.14,19.07,18.25,140.81,36.31,33.2,128.6,29.25,33.78,50.37,42.65,26.33,22.61,13.24,68.49,46.72,30.77,37.87,15.52,33.87
105.81,99.32,83.34,138.58,110.23,16.41,20.29,62.03,84.5,19.18,67.17,10.99,23.42,44.28,126.65,62.34,59.41,11.36,34.63,85.47,111.87,160.7,271.01,114.98,43.83,126.7,13.7,77.81,275.47,11.02,46.28,17.82,18.64,17.51,138.27,36.64,33.13,126.19,28.92,32.94,50.96,42.44,26.03,22.33,12.92,69.81,47.46,28.96,38.55,15.26,32.96
105.2,98.99,83.67,136.51,109.9,15.57,20.59,62.29,83.89,18.81,66.12,10.95,22.74,43.52,124.85,63.2,57.19,11.39,33.9,86.07,108.19,165.08,276.7,109.96,43.9,123.78,13.63,79.38,266.61,11.18,43.77,17.9,18.6,17.22,137.19,36.35,32.38,129.13,29.46,34.33,49.48,42.19,25.87,22.81,12.86,66.97,47.55,28.53,39.17,15.11,31.89
106.05,99.26,85.5,137.25,108.57,15.62,21.35,63.63,84.19,18.47,66.23,11.28,22.3,44.83,126.06,65.62,60.51,11.23,33.39,84.95,109.92,158.82,286.08,109.52,43.12,124.42,13.75,81.3,267.28,11.37,43.78,17.87,18.59,17.45,141.39,37.94,32.49,129.82,28.49,34.49,48.93,42.98,26.27,23.11,13.24,68.78,48.25,28.41,38.96,15.15,31.69
105.66,98.78,86.35,138.0,106.22,15.68,21.75,63.31,81.6,19.23,67.72,11.17,22.22,44.51,124.41,66.26,61.61,11.23,33.76,85.31,107.05,159.55,283.51,106.01,41.97,127.87,13.49,78.9,272.16,11.25,41.27,18.27,18.09,17.09,140.67,37.91,32.98,132.15,27.3,32.07,48.66,42.97,26.2,23.07,13.11,71.36,47.74,27.21,39.52,15.31,30.84
104.32,96.23,84.1,135.45,103.58,16.52,22.11,62.07,79.7,19.07,66.65,11.11,21.71,44.48,123.19,64.86,60.46,11.39,33.63,82.88,105.62,156.59,271.9,102.63,39.91,124.73,13.62,76.86,272.28,11.17,41.03,18.13,17.92,17.15,140.1,38.23,32.77,127.49,26.81,32.57,48.3,42.95,26.29,22.8,12.81,70.67,47.9,26.82,39.25,14.9,30.71
106.9,102.16,82.61,136.51,105.98,16.89,22.5,63.77,81.8,20.27,67.62,11.5,22.48,45.28,127.42,64.87,61.41,11.49,36.12,84.45,106.71,163.03,271.05,107.41,40.92,128.12,14.28,76.88,279.98,11.73,42.23,18.58,17.38,17.94,143.51,39.49,33.1,132.34,27.8,33.44,51.03,43.45,26.88,22.7,13.24,73.39,48.62,27.88,39.26,15.16,31.54
105.36,100.98,80.46,131.11,102.95,16.68,21.86,63.51,79.64,19.68,65.37,11.07,21.82,45.74,124.08,62.57,60.84,11.56,36.79,83.9,107.05,156.34,269.97,105.94,39.45,122.74,14.73,76.68,275.54,11.52,41.65,18.45,18.02,17.67,143.22,38.76,32.22,129.64,27.4,33.37,48.39,42.54,26.58,22.21,12.88,74.39,48.14,28.44,39.64,15.68,32.32
104.21,101.56,76.81,131.35,104.39,16.71,21.74,63.59,79.71,19.09,62.27,10.72,21.93,44.56,125.31,60.8,60.6,11.27,38.24,83.25,107.14,148.82,264.6,104.98,39.68,129.8,14.33,73.88,272.44,11.34,41.79,18.34,17.83,17.36,140.0,36.85,32.18,123.72,27.96,33.09,47.77,42.47,26.46,21.79,12.64,75.15,46.95,29.09,39.19,15.48,31.92
104.14,98.26,75.3,129.09,103.48,16.45,21.52,63.35,78.29,19.07,63.53,10.69,22.45,45.29,125.58,60.97,61.22,11.62,39.21,85.01,105.72,144.63,264.64,104.8,40.42,124.18,14.94,73.83,267.16,11.28,43.05,18.71,17.65,17.25,140.83,37.91,31.9,125.1,28.25,32.52,45.41,42.61,26.1,21.98,12.45,76.89,46.6,28.67,39.62,15.65,31.73
104.63,96.55,74.53,128.28,104.63,16.64,21.55,64.17,78.05,18.94,64.53,10.37,23.12,45.43,123.81,60.43,61.1,11.79,39.65,84.38,106.68,144.26,269.94,100.75,42.47,126.5,15.05,73.28,274.49,11.52,43.65,18.91,17.83,17.11,137.58,39.29,32.4,123.28,28.86,33.35,45.46,42.65,25.69,22.06,12.31,76.82,46.85,28.84,40.01,16.03,32.0
105.18,100.56,77.19,130.95,104.95,17.06,21.46,65.66,78.43,19.1,64.76,10.56,23.62,45.5,125.41,61.69,61.42,12.17,37.91,83.03,103.27,145.75,272.3,101.82,43.72,125.38,14.74,74.27,270.68,11.47,45.57,18.69,18.15,17.89,137.75,38.63,33.31,118.9,28.94,33.55,46.06,42.61,25.52,22.57,12.23,76.0,47.42,29.52,39.73,16.06,32.0
105.19,98.93,76.81,130.66,104.43,17.14,22.02,64.33,78.14,19.01,65.26,10.29,23.98,45.41,125.12,62.89,59.87,12.08,38.8,83.55,104.11,138.57,277.82,105.83,45.24,128.2,14.67,73.61,269.59,11.43,43.74,18.77,17.87,17.56,137.32,36.79,33.51,121.15,29.44,35.23,46.68,42.97,25.2,22.88,12.52,72.8,46.86,29.82,39.33,16.31,32.14
104.89,96.54,77.37,127.84,105.9,17.12,22.35,64.47,76.48,18.8,64.52,10.31,24.48,45.05,124.76,60.79,60.22,12.09,39.59,87.37,107.02,133.96,281.36,107.12,45.21,127.36,14.52,73.79,270.41,11.61,43.94,18.66,17.43,17.36,135.0,36.25,33.51,120.96,28.94,34.34,44.82,42.8,25.38,23.34,12.55,72.62,46.86,30.09,38.65,16.32,31.45
104.64,93.73,78.09,129.08,104.45,16.6,22.34,63.48,76.42,19.19,64.04,10.27,24.04,44.45,126.24,59.52,60.37,12.1,39.6,89.63,106.58,132.86,275.29,109.9,44.65,117.23,14.87,72.95,264.99,11.81,42.47,19.37,17.44,17.16,135.62,36.35,34.16,120.63,30.23,35.27,44.17,43.06,25.45,23.71,12.54,71.99,46.96,29.7,38.76,16.64,32.19
105.32,94.49,78.76,131.14,107.74,16.49,22.6,62.48,76.51,19.26,65.65,10.2,24.92,45.19,123.7,59.16,60.09,12.09,39.61,91.83,108.26,128.72,269.1,109.74,44.08,118.01,15.22,74.15,267.16,11.39,42.33,19.61,18.03,17.14,135.68,38.05,34.22,122.03,30.45,35.74,44.35,44.17,25.24,24.13,12.49,74.23,47.93,29.86,38.7,16.55,33.47
104.27,94.65,79.23,130.58,106.81,16.03,23.43,61.47,73.91,18.92,65.19,9.88,25.13,44.31,122.86,60.26,60.72,12.23,38.97,89.73,106.52,128.92,258.64,107.33,43.09,116.75,15.31,73.07,269.16,11.18,42.27,19.41,17.96,16.95,132.61,37.74,33.71,118.82,29.96,35.39,43.04,43.9,24.66,24.13,12.19,72.28,48.38,29.63,38.05,16.41,33.05
105.71,97.35,78.59,133.39,108.86,15.61,23.78,60.98,74.8,19.06,66.94,9.93,26.74,45.59,122.56,63.04,62.33,12.38,40.64,92.83,104.92,124.61,255.71,108.96,43.06,123.19,15.37,71.93,269.91,11.55,43.53,20.16,18.02,17.57,131.71,37.46,34.52,123.64,30.9,34.99,42.74,45.17,24.42,24.99,11.8,73.72,49.06,29.78,38.93,16.83,33.6
106.14,96.52,75.9,132.66,110.87,16.13,23.99,60.81,73.95,19.15,66.26,10.23,26.21,45.13,121.16,63.75,63.63,12.27,40.96,92.4,103.88,132.87,259.19,110.83,41.35,119.69,14.91,70.59,270.89,12.06,41.99,20.68,18.42,17.51,134.46,36.15,34.67,127.3,31.49,36.99,43.19,45.09,24.64,24.81,11.84,75.63,49.57,28.88,38.68,16.95,33.6
104.69,97.58,76.1,128.81,112.06,16.24,23.49,60.11,73.38,18.54,64.93,10.29,25.02,45.64,123.29,63.42,61.32,11.89,39.38,88.59,105.83,130.72,261.78,110.74,40.69,118.44,14.81,69.36,262.81,12.02,42.07,20.71,18.23,17.69,137.37,34.24,34.51,121.72,30.74,35.59,41.98,45.47,24.11,24.33,11.66,73.9,48.84,28.64,38.29,16.3,32.54
105.76,96.54,76.29,130.75,114.52,15.91,24.0,60.57,73.38,18.37,64.18,10.69,25.24,46.89,128.99,63.31,62.4,11.57,37.76,88.24,108.82,134.45,255.9,110.82,42.13,119.85,14.92,72.07,269.29,11.97,40.93,20.54,18.39,18.12,143.24,36.62,35.02,124.89,31.31,37.48,44.09,45.8,24.16,24.53,11.72,72.9,48.31,28.67,38.02,16.16,32.81
107.45,98.93,78.21,129.91,116.44,16.29,24.11,61.53,74.97,18.65,66.95,10.55,25.49,47.01,131.87,61.94,63.15,11.89,38.77,89.34,108.88,137.34,259.16,110.07,44.01,126.52,15.09,71.0,278.72,12.51,41.44,20.57,18.21,18.28,145.59,40.11,35.55,129.87,30.33,39.12,43.43,45.82,24.05,25.0,11.83,75.64,47.61,29.54,38.23,16.72,33.25
109.04,97.97,81.21,131.01,120.1,16.56,23.51,61.99,73.74,18.65,68.71,10.89,26.85,48.42,135.08,61.09,63.77,12.17,38.09,88.55,109.39,146.04,258.4,111.77,43.96,129.38,15.57,70.35,282.98,12.97,41.98,21.15,18.92,18.45,144.43,42.11,36.11,135.2,30.59,40.89,43.37,46.13,24.27,25.06,11.95,76.46,47.82,29.72,38.34,17.05,34.22
109.68,99.15,81.97,134.29,122.84,16.92,23.88,60.99,75.86,19.13,68.41,11.09,26.94,48.65,135.4,60.95,65.4,12.12,38.5,90.69,111.43,140.06,267.37,113.85,42.26,129.47,15.68,69.93,285.19,13.28,40.25,21.41,19.48,18.68,146.4,39.47,36.66,129.46,29.82,42.67,44.39,46.64,24.39,25.44,12.14,77.77,48.42,31.4,38.04,17.13,34.07
108.6,100.07,81.76,132.65,121.25,17.35,23.21,60.91,75.41,18.6,67.43,11.06,27.21,48.52,133.26,60.6,64.1,11.76,37.57,90.95,110.05,139.46,258.71,112.13,41.27,130.04,15.56,68.9,280.48,13.23,40.55,20.78,19.74,18.3,141.2,37.5,36.4,129.46,29.05,45.51,43.24,46.64,24.41,25.37,11.94,78.4,47.29,30.96,37.62,17.22,35.39
108.08,98.5,81.89,133.01,121.68,17.52,23.52,59.98,78.25,18.75,69.94,11.11,26.99,46.56,134.95,62.42,63.43,11.82,34.74,92.45,111.75,132.0,250.29,112.48,40.63,126.73,15.83,67.96,280.94,13.0,40.01,20.48,19.28,18.48,140.63,36.77,36.43,125.11,28.14,46.79,43.65,46.55,24.88,26.09,12.03,76.47,48.4,30.82,37.09,17.31,35.11
108.76,99.58,85.58,134.69,119.08,17.81,25.32,60.81,79.66,19.58,72.04,11.47,27.28,49.85,137.71,63.46,62.67,12.03,32.85,91.85,113.08,132.2,246.36,113.69,39.26,125.92,15.87,67.2,286.04,13.4,37.93,20.46,18.92,18.46,144.67,34.23,36.34,118.64,28.29,46.89,44.34,46.2,24.95,25.94,12.32,77.99,48.95,32.3,37.02,17.79,34.87
109.03,101.52,82.84,134.13,120.28,17.77,25.26,61.48,79.77,19.53,71.94,11.45,26.64,50.87,140.1,61.7,62.8,12.05,33.25,92.52,113.86,127.56,251.13,112.57,38.31,123.71,16.23,66.54,284.6,13.7,35.98,20.82,19.06,18.36,143.96,34.12,36.71,119.32,29.86,48.68,46.58,45.97,25.34,26.06,12.27,78.78,49.26,31.49,37.11,17.44,35.59
107.7,103.79,80.44,132.81,118.51,17.37,24.6,61.48,76.07,19.17,70.11,11.49,26.07,49.94,140.61,61.97,63.45,12.02,31.83,92.1,113.49,126.2,248.34,112.66,37.14,118.09,16.17,66.53,282.28,13.78,33.51,20.79,18.55,17.99,143.43,32.85,37.14,118.48,28.51,48.29,46.33,45.89,25.38,25.93,11.98,78.52,48.7,32.48,36.34,16.99,35.08
107.14,103.81,81.51,133.63,120.57,17.41,23.92,61.3,77.16,18.75,69.55,11.2,25.56,49.45,138.06,61.2,64.74,11.6,32.52,93.59,113.05,124.59,253.71,112.63,35.63,115.48,16.41,68.76,279.82,14.01,32.26,20.94,18.42,17.96,140.16,31.23,35.97,114.8,28.23,46.79,46.66,45.46,25.45,25.9,12.23,78.39,48.35,32.32,36.43,17.08,35.82
107.07,104.05,81.89,136.13,120.73,17.67,24.95,61.62,76.63,18.88,69.36,11.21,26.01,49.24,140.19,62.06,65.57,11.84,31.31,95.15,113.31,114.94,247.32,111.84,35.37,112.76,16.76,69.37,286.09,14.02,30.83,20.99,18.57,18.16,140.23,30.71,35.89,108.36,28.92,45.84,46.69,45.56,25.19,25.51,12.14,78.96,48.41,33.42,36.31,17.51,36.57
106.57,102.64,80.75,134.96,119.84,17.53,25.44,60.44,73.67,18.67,68.55,11.06,25.64,50.87,138.06,59.5,65.87,11.99,31.96,96.39,111.46,114.45,253.56,115.61,34.48,112.75,16.58,66.47,293.05,13.64,31.08,20.88,18.9,18.1,134.93,30.81,35.72,110.43,30.28,43.67,44.03,45.86,24.94,25.16,12.02,77.27,48.4,32.64,36.43,17.93,36.41
106.43,100.29,81.6,134.94,122.64,17.36,25.29,61.24,73.52,18.88,69.03,11.04,25.08,51.69,135.43,58.83,64.52,11.97,32.04,93.88,110.17,116.35,249.37,115.47,34.26,106.4,16.52,67.84,302.73,13.3,28.96,20.6,19.7,18.35,133.58,29.7,35.48,105.24,29.58,44.35,44.39,45.11,25.1,25.04,12.22,80.32,48.94,34.6,36.67,17.91,36.92
107.72,104.24,84.19,139.09,123.03,17.45,25.91,62.21,75.28,19.2,70.86,11.16,26.12,53.13,138.65,58.52,65.86,11.96,32.81,94.43,110.54,115.55,249.51,118.21,35.21,105.88,16.52,68.06,306.52,13.54,28.83,20.8,20.6,18.95,134.31,29.06,35.26,106.76,28.65,47.06,44.48,45.74,25.58,25.02,12.21,80.12,49.64,34.83,36.77,18.74,36.77
105.84,101.61,80.97,132.57,122.87,17.02,25.78,61.61,72.24,18.85,68.97,10.83,25.39,52.12,133.21,55.46,63.66,11.66,31.52,91.8,106.68,114.09,246.89,115.7,36.35,109.61,16.51,66.23,289.57,13.53,29.67,21.38,20.39,18.11,131.86,29.25,35.25,104.07,27.7,44.93,43.73,45.29,24.97,25.38,11.96,77.6,49.16,34.2,36.2,18.73,35.95
105.52,102.92,79.07,132.92,119.14,16.6,26.5,61.05,71.35,18.45,69.82,10.7,24.74,52.33,136.95,55.18,64.11,11.44,31.95,92.49,104.67,113.24,244.55,117.48,36.85,109.48,16.32,64.92,280.54,13.69,29.99,21.04,20.08,18.48,130.24,29.79,34.99,103.01,27.94,45.45,43.34,44.85,24.89,25.3,12.1,76.73,48.75,33.69,36.45,19.36,34.87
